Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
38,No,Travel_Frequently,'Research & Development',3,Master,Other,High,Male,High,AssociateProfessional,'Research Scientist',High,Married,2821,No,16,Excellent,Low,Level2,8,High,2,2,2,2
50,No,Travel_Rarely,'Research & Development',2,Master,Medical,Medium,Male,High,Executive,'Research Director',High,Married,19237,Yes,11,Excellent,VeryHigh,Level2,29,Medium,8,1,7,7
37,No,Travel_Rarely,'Research & Development',3,Bachelor,Other,VeryHigh,Female,High,Professional,'Healthcare Representative',Medium,Single,4107,No,15,Excellent,Low,Level1,8,Medium,4,3,0,1
40,No,Travel_Rarely,Sales,26,Bachelor,Marketing,High,Male,High,Professional,'Sales Executive',Low,Married,8396,No,14,Excellent,Medium,Level2,8,Medium,7,7,7,5
26,No,Travel_Frequently,'Research & Development',1,BelowCollege,Medical,Low,Female,Medium,AssociateProfessional,'Research Scientist',High,Divorced,2007,No,13,Excellent,High,Level3,5,High,5,3,1,3
46,No,Travel_Rarely,'Research & Development',1,Master,Medical,VeryHigh,Male,High,Executive,'Research Director',VeryHigh,Divorced,19627,No,17,Excellent,VeryHigh,Level3,23,High,2,2,2,2
54,No,Travel_Rarely,Sales,2,Master,'Life Sciences',High,Female,Medium,AssociateManager,'Sales Executive',High,Married,10686,No,11,Excellent,Medium,Level2,13,High,9,4,7,0
56,No,Travel_Frequently,'Research & Development',9,Bachelor,Medical,Low,Female,High,AssociateProfessional,'Research Scientist',High,Married,2942,No,19,Excellent,Medium,Level2,18,High,5,4,0,3
36,No,Travel_Rarely,'Research & Development',12,Doctor,Medical,VeryHigh,Female,Medium,AssociateManager,'Manufacturing Director',VeryHigh,Single,8858,No,11,Excellent,Medium,Level1,15,Medium,14,8,7,8
55,No,Non-Travel,'Research & Development',2,BelowCollege,Medical,High,Male,Medium,Manager,Manager,Low,Single,16756,No,15,Excellent,Medium,Level1,31,VeryHigh,9,7,6,2
43,No,Travel_Rarely,Sales,25,Bachelor,Medical,High,Male,Medium,AssociateManager,'Sales Executive',VeryHigh,Divorced,10798,No,13,Excellent,High,Level2,18,High,1,0,0,0
20,Yes,Travel_Frequently,Sales,9,Bachelor,Marketing,VeryHigh,Female,High,AssociateProfessional,'Sales Representative',VeryHigh,Single,2323,Yes,14,Excellent,Medium,Level1,2,High,2,2,0,2
21,Yes,Travel_Rarely,'Research & Development',10,Bachelor,'Life Sciences',High,Female,Medium,AssociateProfessional,'Laboratory Technician',Low,Single,1416,No,13,Excellent,Low,Level1,1,Medium,1,0,1,0
46,No,Travel_Rarely,'Research & Development',8,Master,'Life Sciences',VeryHigh,Female,Medium,Professional,'Research Scientist',Low,Divorced,4615,Yes,23,Outstanding,Low,Level4,19,High,16,13,1,7
51,Yes,Travel_Rarely,'Research & Development',4,Master,'Life Sciences',Low,Male,High,AssociateProfessional,'Research Scientist',High,Married,2461,Yes,12,Excellent,High,Level4,18,VeryHigh,10,0,2,7
28,Yes,Non-Travel,'Research & Development',24,College,'Technical Degree',Medium,Male,Medium,AssociateManager,'Healthcare Representative',Low,Single,8722,No,12,Excellent,Low,Level1,10,Medium,10,7,1,9
26,No,Travel_Rarely,'Research & Development',1,College,Medical,Low,Male,Medium,AssociateProfessional,'Laboratory Technician',Low,Married,3955,No,16,Excellent,Low,Level3,6,High,5,3,1,3
30,No,Travel_Rarely,'Research & Development',20,Bachelor,Other,High,Male,High,Professional,'Manufacturing Director',Low,Married,9957,No,15,Excellent,High,Level2,7,Medium,6,2,0,2
41,No,Travel_Rarely,'Research & Development',7,College,'Technical Degree',Medium,Female,VeryHigh,AssociateProfessional,'Research Scientist',High,Married,3376,No,13,Excellent,High,Level1,10,High,10,6,0,8
38,No,Travel_Rarely,'Research & Development',17,BelowCollege,'Life Sciences',High,Female,Medium,AssociateManager,'Healthcare Representative',High,Married,8823,No,18,Excellent,Low,Level2,20,Medium,19,9,1,9
40,No,Travel_Rarely,'Research & Development',20,Master,'Technical Degree',Low,Male,High,AssociateManager,'Healthcare Representative',VeryHigh,Married,10322,No,20,Outstanding,VeryHigh,Level2,14,High,11,10,11,1
27,No,Non-Travel,'Research & Development',8,Doctor,'Life Sciences',Low,Male,Low,AssociateProfessional,'Laboratory Technician',High,Married,4621,No,19,Excellent,VeryHigh,Level4,3,High,3,2,1,2
55,No,Travel_Frequently,'Research & Development',2,BelowCollege,'Life Sciences',VeryHigh,Male,High,AssociateManager,'Manufacturing Director',Medium,Married,10976,No,18,Excellent,Medium,Level2,23,High,3,2,1,2
28,No,Travel_Rarely,'Research & Development',10,Bachelor,Other,High,Female,High,Professional,'Research Scientist',High,Single,3660,No,13,Excellent,VeryHigh,Level1,10,VeryHigh,8,7,1,7
44,Yes,Travel_Rarely,'Human Resources',1,College,Medical,Medium,Male,Medium,AssociateManager,'Human Resources',Low,Married,10482,No,14,Excellent,VeryHigh,Level2,24,High,20,6,3,6
33,No,Travel_Rarely,'Research & Development',5,Bachelor,'Life Sciences',VeryHigh,Male,Medium,AssociateManager,'Healthcare Representative',VeryHigh,Divorced,7119,No,15,Excellent,High,Level2,9,High,3,2,1,2
35,Yes,Travel_Rarely,Sales,4,Bachelor,'Technical Degree',VeryHigh,Male,High,AssociateManager,'Sales Executive',Low,Single,9582,Yes,22,Outstanding,Low,Level1,9,High,8,7,4,7
33,Yes,Travel_Frequently,'Research & Development',29,Master,Medical,Low,Female,Medium,Professional,'Research Scientist',High,Single,4508,No,22,Outstanding,Medium,Level1,14,High,13,7,3,8
28,No,Travel_Rarely,'Research & Development',15,College,'Life Sciences',Low,Male,High,AssociateProfessional,'Laboratory Technician',High,Divorced,2207,No,16,Excellent,VeryHigh,Level2,4,Medium,4,2,2,2
34,No,Travel_Frequently,'Research & Development',3,BelowCollege,'Life Sciences',Low,Male,High,Professional,'Healthcare Representative',VeryHigh,Single,7756,No,17,Excellent,High,Level1,7,Medium,6,2,0,4
37,No,Travel_Rarely,Sales,10,Master,'Life Sciences',VeryHigh,Female,Medium,Professional,'Sales Executive',VeryHigh,Divorced,6694,Yes,14,Excellent,High,Level4,8,High,1,0,0,0
25,Yes,Travel_Rarely,'Research & Development',4,BelowCollege,'Technical Degree',VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,3691,Yes,15,Excellent,Medium,Level2,7,VeryHigh,7,7,5,6
26,Yes,Travel_Rarely,'Research & Development',21,Bachelor,Medical,Low,Male,High,AssociateProfessional,'Laboratory Technician',High,Divorced,2377,No,20,Outstanding,High,Level2,1,Medium,1,1,0,0
33,Yes,Travel_Rarely,'Research & Development',25,Bachelor,Medical,Low,Male,Medium,AssociateProfessional,'Research Scientist',Medium,Single,2313,Yes,20,Outstanding,Medium,Level1,5,High,2,2,2,2
42,No,Travel_Rarely,'Research & Development',2,College,Medical,VeryHigh,Male,High,Manager,Manager,Low,Married,17665,No,17,Excellent,VeryHigh,Level2,23,High,22,6,13,7
28,Yes,Travel_Frequently,'Research & Development',1,Bachelor,Medical,Low,Male,Medium,AssociateProfessional,'Laboratory Technician',Medium,Divorced,2596,No,15,Excellent,Low,Level3,1,High,1,0,0,0
50,Yes,Travel_Frequently,Sales,1,Master,Other,VeryHigh,Male,High,Professional,'Sales Executive',High,Single,4728,Yes,14,Excellent,VeryHigh,Level1,5,High,0,0,0,0
33,No,Travel_Frequently,Sales,7,Bachelor,'Life Sciences',VeryHigh,Female,High,Professional,'Sales Executive',Medium,Married,4302,No,17,Excellent,High,Level2,4,High,3,2,0,2
34,No,Non-Travel,'Research & Development',3,Master,'Life Sciences',High,Male,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Married,2979,No,17,Excellent,VeryHigh,Level4,6,High,0,0,0,0
48,No,Non-Travel,'Research & Development',1,Master,Medical,Low,Male,VeryHigh,Manager,Manager,VeryHigh,Single,16885,No,22,Outstanding,High,Level1,27,Medium,5,4,2,1
45,No,Non-Travel,Sales,9,Master,'Life Sciences',Medium,Female,Medium,Professional,'Sales Executive',High,Married,5593,No,13,Excellent,VeryHigh,Level2,15,High,15,10,4,12
52,No,Travel_Rarely,'Research & Development',7,Master,'Life Sciences',Medium,Male,High,AssociateManager,'Healthcare Representative',Medium,Single,10445,No,19,Excellent,VeryHigh,Level1,18,High,8,6,4,0
38,No,Travel_Rarely,Sales,10,Master,Marketing,High,Male,Medium,AssociateManager,'Sales Executive',High,Divorced,8740,Yes,14,Excellent,Medium,Level3,9,High,8,7,2,7
29,No,Travel_Rarely,'Research & Development',28,Master,'Life Sciences',High,Female,High,AssociateProfessional,'Research Scientist',VeryHigh,Divorced,2514,No,22,Outstanding,Low,Level2,11,High,7,5,1,7
28,No,Travel_Rarely,'Research & Development',3,Bachelor,Medical,VeryHigh,Female,High,AssociateManager,'Manufacturing Director',Medium,Divorced,7655,No,17,Excellent,Medium,Level4,10,Medium,9,7,1,7
46,No,Travel_Rarely,Sales,3,BelowCollege,Marketing,Low,Male,High,Manager,Manager,High,Married,17465,No,12,Excellent,VeryHigh,Level2,23,High,12,9,4,9
38,No,Travel_Rarely,Sales,2,College,Marketing,VeryHigh,Male,High,AssociateManager,'Sales Executive',Medium,Single,7351,No,16,Excellent,High,Level1,10,High,1,0,0,0
43,No,Travel_Frequently,'Research & Development',27,Bachelor,'Life Sciences',High,Female,High,AssociateManager,'Manufacturing Director',Low,Married,10820,No,11,Excellent,High,Level2,18,High,8,7,0,1
39,Yes,Travel_Frequently,'Research & Development',2,Bachelor,'Life Sciences',Low,Male,High,Manager,'Healthcare Representative',VeryHigh,Divorced,12169,No,11,Excellent,VeryHigh,Level4,21,High,18,7,11,5
40,No,Travel_Rarely,'Research & Development',14,Bachelor,Medical,High,Male,Medium,Executive,'Research Director',High,Single,19626,No,14,Excellent,Low,Level1,21,VeryHigh,20,7,4,9
21,No,Travel_Rarely,'Research & Development',1,BelowCollege,'Technical Degree',VeryHigh,Female,Medium,AssociateProfessional,'Research Scientist',Medium,Single,2070,Yes,11,Excellent,High,Level1,2,VeryHigh,2,2,2,2
39,No,Non-Travel,'Research & Development',9,Bachelor,'Life Sciences',High,Male,High,Professional,'Laboratory Technician',Medium,Single,6782,No,15,Excellent,High,Level1,9,Medium,5,4,0,3
36,No,Non-Travel,'Research & Development',18,Master,'Life Sciences',Low,Male,High,Professional,'Manufacturing Director',VeryHigh,Single,7779,No,20,Outstanding,Low,Level1,18,High,11,9,0,9
31,No,Travel_Frequently,Sales,20,Bachelor,'Life Sciences',High,Male,VeryHigh,AssociateProfessional,'Sales Representative',VeryHigh,Married,2791,No,12,Excellent,Low,Level2,3,High,2,2,2,2
28,No,Travel_Rarely,'Research & Development',2,BelowCollege,'Life Sciences',Low,Male,Medium,AssociateProfessional,'Research Scientist',Medium,Married,3201,No,17,Excellent,Low,Level1,6,Low,5,3,0,4
35,No,Travel_Frequently,Sales,11,College,Marketing,VeryHigh,Male,High,Professional,'Sales Executive',VeryHigh,Divorced,4968,No,11,Excellent,VeryHigh,Level2,5,High,5,2,0,2
49,No,Travel_Rarely,Sales,8,Master,'Technical Degree',VeryHigh,Male,Medium,Manager,'Sales Executive',Medium,Married,13120,No,17,Excellent,Medium,Level2,22,High,9,8,2,3
34,No,Travel_Frequently,'Research & Development',2,College,'Life Sciences',VeryHigh,Male,High,Professional,'Manufacturing Director',High,Single,4033,No,11,Excellent,VeryHigh,Level1,5,Medium,3,2,0,2
29,No,Travel_Frequently,'Research & Development',10,Bachelor,'Life Sciences',VeryHigh,Female,High,AssociateProfessional,'Research Scientist',Medium,Divorced,3291,No,14,Excellent,VeryHigh,Level3,8,Medium,7,5,1,1
42,No,Travel_Rarely,'Research & Development',29,Bachelor,Medical,Medium,Male,Low,Professional,'Laboratory Technician',VeryHigh,Single,4272,No,19,Excellent,Low,Level1,16,High,1,0,0,0
29,No,Travel_Rarely,'Research & Development',8,BelowCollege,Medical,Medium,Male,Medium,Professional,'Manufacturing Director',VeryHigh,Married,5056,Yes,15,Excellent,High,Level2,10,Medium,10,7,1,2
38,No,Travel_Rarely,'Human Resources',1,Bachelor,'Human Resources',High,Male,VeryHigh,AssociateProfessional,'Human Resources',High,Married,2844,No,13,Excellent,VeryHigh,Level2,7,VeryHigh,7,6,5,0
28,No,Travel_Frequently,'Research & Development',6,Bachelor,'Life Sciences',High,Male,Medium,AssociateProfessional,'Research Scientist',High,Divorced,2703,Yes,14,Excellent,VeryHigh,Level2,3,High,3,1,0,2
18,Yes,Non-Travel,'Research & Development',8,BelowCollege,Medical,High,Male,High,AssociateProfessional,'Laboratory Technician',High,Single,1904,No,12,Excellent,VeryHigh,Level1,0,High,0,0,0,0
33,Yes,Travel_Rarely,Sales,9,Master,Marketing,Low,Female,High,Professional,'Sales Executive',Low,Single,8224,Yes,17,Excellent,Low,Level1,6,High,5,2,0,3
41,No,Travel_Rarely,'Research & Development',12,Master,'Life Sciences',Medium,Male,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,4766,Yes,11,Excellent,Low,Level2,6,High,1,0,0,0
31,Yes,Travel_Frequently,'Research & Development',15,Bachelor,Medical,High,Male,High,AssociateProfessional,'Laboratory Technician',High,Married,2610,No,12,Excellent,High,Level2,2,Medium,2,2,2,2
37,No,Travel_Rarely,'Research & Development',25,College,Medical,High,Female,Medium,Professional,'Healthcare Representative',VeryHigh,Divorced,5731,No,13,Excellent,High,Level3,9,High,6,2,1,3
27,No,Travel_Rarely,'Research & Development',6,Bachelor,'Life Sciences',VeryHigh,Male,Medium,AssociateProfessional,'Research Scientist',High,Married,2539,No,13,Excellent,High,Level2,4,High,4,2,2,2
34,No,Travel_Rarely,Sales,9,BelowCollege,'Life Sciences',Medium,Female,High,Professional,'Sales Executive',High,Married,5714,No,20,Outstanding,Low,Level1,6,Medium,6,5,1,3
35,No,Travel_Rarely,'Human Resources',8,Master,'Technical Degree',High,Male,High,AssociateProfessional,'Human Resources',High,Single,4323,No,17,Excellent,Medium,Level1,6,Low,5,4,1,4
29,Yes,Travel_Rarely,Sales,23,BelowCollege,'Life Sciences',VeryHigh,Female,Medium,AssociateManager,'Sales Executive',Low,Married,7336,No,13,Excellent,Low,Level2,11,Low,11,8,3,10
40,No,Travel_Frequently,'Research & Development',9,Master,Medical,Medium,Female,High,AssociateManager,'Research Director',High,Single,13499,No,17,Excellent,High,Level1,20,Medium,18,7,2,13
42,Yes,Travel_Frequently,Sales,12,Bachelor,'Life Sciences',High,Male,High,Manager,'Sales Executive',Low,Single,13758,Yes,12,Excellent,Medium,Level1,22,Medium,21,9,13,14
42,No,Travel_Rarely,Sales,4,Master,Marketing,Medium,Male,High,Professional,'Sales Executive',Low,Single,5155,No,13,Excellent,VeryHigh,Level1,9,VeryHigh,6,4,1,5
35,No,Travel_Rarely,'Research & Development',1,Master,Medical,VeryHigh,Male,Medium,AssociateProfessional,'Laboratory Technician',High,Married,2258,No,12,Excellent,Medium,Level2,10,High,8,0,1,7
24,No,Travel_Rarely,'Research & Development',24,Bachelor,Medical,VeryHigh,Male,High,AssociateProfessional,'Laboratory Technician',Medium,Single,3597,No,22,Outstanding,VeryHigh,Level1,6,High,4,3,1,2
28,Yes,Travel_Rarely,'Research & Development',12,BelowCollege,'Life Sciences',High,Female,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,2515,Yes,11,Excellent,VeryHigh,Level1,1,Medium,1,1,0,0
26,No,Travel_Rarely,'Research & Development',3,Master,Medical,Low,Male,VeryHigh,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,4420,No,22,Outstanding,Medium,Level2,8,High,8,7,0,7
30,No,Travel_Rarely,Sales,10,Bachelor,Marketing,High,Male,Medium,Professional,'Sales Executive',High,Married,6578,No,18,Excellent,Low,Level2,10,High,10,3,1,4
40,No,Travel_Frequently,'Research & Development',26,College,Medical,High,Female,Medium,Professional,'Research Scientist',VeryHigh,Married,4422,Yes,13,Excellent,VeryHigh,Level2,16,Low,1,1,0,0
35,No,Travel_Rarely,'Research & Development',2,Bachelor,'Life Sciences',High,Male,Medium,AssociateManager,'Manufacturing Director',Medium,Divorced,10274,No,18,Excellent,Medium,Level2,15,VeryHigh,7,7,6,4
34,No,Travel_Frequently,'Research & Development',1,Bachelor,Medical,VeryHigh,Male,Medium,Professional,'Healthcare Representative',Low,Single,5343,No,20,Outstanding,High,Level1,14,High,13,9,4,9
35,No,Travel_Frequently,'Research & Development',4,Master,Other,VeryHigh,Male,Medium,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,2376,No,13,Excellent,Medium,Level2,2,VeryHigh,2,2,2,2
43,Yes,Travel_Rarely,Sales,9,Bachelor,Marketing,Low,Female,Low,Professional,'Sales Executive',High,Single,5346,No,13,Excellent,Medium,Level1,7,Medium,4,3,1,3
32,No,Non-Travel,Sales,2,BelowCollege,'Life Sciences',High,Female,High,AssociateProfessional,'Sales Representative',Low,Divorced,2827,No,12,Excellent,High,Level4,1,High,1,0,0,0
56,No,Travel_Rarely,'Research & Development',4,Master,'Technical Degree',VeryHigh,Female,High,Executive,Manager,Low,Divorced,19943,No,13,Excellent,VeryHigh,Level2,28,High,5,2,4,2
29,No,Travel_Rarely,'Research & Development',6,BelowCollege,Medical,Medium,Female,High,AssociateProfessional,'Laboratory Technician',VeryHigh,Married,3131,No,13,Excellent,Low,Level2,10,High,10,8,0,8
19,No,Travel_Rarely,'Research & Development',9,College,'Life Sciences',High,Male,High,AssociateProfessional,'Research Scientist',Low,Single,2552,No,25,Outstanding,High,Level1,1,High,1,1,0,0
45,No,Travel_Rarely,'Research & Development',7,Bachelor,Medical,Low,Female,High,AssociateProfessional,'Research Scientist',High,Married,4477,Yes,19,Excellent,High,Level2,7,Medium,3,2,0,2
37,No,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Female,Medium,Professional,'Manufacturing Director',VeryHigh,Married,6474,No,13,Excellent,Medium,Level2,14,Medium,14,8,3,11
20,No,Travel_Rarely,'Research & Development',3,Bachelor,'Life Sciences',Low,Male,Medium,AssociateProfessional,'Laboratory Technician',High,Single,3033,No,12,Excellent,Low,Level1,2,Medium,2,2,1,2
44,Yes,Travel_Rarely,'Research & Development',10,Master,'Life Sciences',High,Male,High,AssociateProfessional,'Research Scientist',High,Single,2936,Yes,11,Excellent,High,Level1,6,High,6,4,0,2
53,No,Travel_Rarely,'Research & Development',7,College,Medical,VeryHigh,Female,High,Executive,Manager,High,Divorced,18606,No,18,Excellent,Medium,Level2,26,High,7,7,4,7
29,No,Travel_Rarely,'Research & Development',15,BelowCollege,'Life Sciences',Medium,Female,Low,AssociateProfessional,'Research Scientist',VeryHigh,Married,2168,Yes,18,Excellent,Low,Level2,6,Medium,5,4,1,3
22,Yes,Travel_Frequently,'Research & Development',3,Master,'Life Sciences',High,Male,Medium,AssociateProfessional,'Research Scientist',VeryHigh,Married,2853,Yes,11,Excellent,Medium,Level2,1,High,0,0,0,0
46,No,Travel_Rarely,Sales,2,Bachelor,Marketing,High,Female,High,Manager,Manager,Low,Married,17048,No,23,Outstanding,Low,Level1,28,High,26,15,15,9
44,No,Non-Travel,'Research & Development',17,Bachelor,'Life Sciences',VeryHigh,Male,Low,AssociateProfessional,'Research Scientist',High,Single,2290,No,13,Excellent,VeryHigh,Level1,6,High,0,0,0,0
33,No,Travel_Rarely,'Human Resources',2,Bachelor,'Human Resources',Medium,Male,High,AssociateProfessional,'Human Resources',High,Married,3600,No,13,Excellent,VeryHigh,Level2,5,High,5,4,1,4
41,Yes,Non-Travel,'Research & Development',5,College,'Life Sciences',Low,Male,Medium,AssociateProfessional,'Research Scientist',Low,Divorced,2107,No,17,Excellent,Low,Level2,5,Low,1,0,0,0
30,No,Travel_Rarely,Sales,29,Master,'Life Sciences',High,Male,High,Professional,'Sales Executive',Low,Divorced,4115,No,19,Excellent,High,Level4,8,High,4,3,0,3
40,No,Travel_Frequently,Sales,2,Master,Medical,Medium,Male,High,Professional,'Sales Executive',Medium,Married,4327,No,12,Excellent,VeryHigh,Level4,5,High,0,0,0,0
50,No,Travel_Frequently,'Research & Development',2,Bachelor,Medical,VeryHigh,Female,High,Manager,Manager,Low,Married,17856,No,22,Outstanding,High,Level2,32,High,2,2,2,2
28,No,Travel_Rarely,'Research & Development',19,Master,Medical,VeryHigh,Male,Medium,AssociateProfessional,'Laboratory Technician',Low,Married,3196,No,12,Excellent,High,Level4,6,High,6,5,3,3
46,No,Travel_Rarely,'Research & Development',15,College,'Life Sciences',VeryHigh,Male,High,Executive,'Research Director',Medium,Married,19081,No,11,Excellent,Low,Level2,25,High,4,2,0,3
35,No,Travel_Rarely,Sales,17,Master,'Life Sciences',High,Male,High,Professional,'Sales Executive',Low,Married,8966,Yes,15,Excellent,VeryHigh,Level4,15,High,7,7,1,7
24,Yes,Travel_Rarely,'Research & Development',17,College,'Life Sciences',VeryHigh,Female,High,AssociateProfessional,'Laboratory Technician',Medium,Married,2210,No,13,Excellent,Low,Level2,1,Low,1,0,0,0
33,No,Travel_Frequently,Sales,25,Bachelor,Medical,Medium,Female,High,Professional,'Sales Executive',High,Married,4539,No,12,Excellent,Low,Level2,10,Medium,10,7,0,1
36,No,Travel_Rarely,'Research & Development',6,Master,'Life Sciences',High,Male,Low,AssociateProfessional,'Laboratory Technician',High,Divorced,2741,No,14,Excellent,High,Level2,7,High,7,7,1,7
30,No,Travel_Rarely,'Research & Development',7,Master,'Life Sciences',High,Male,High,Professional,'Laboratory Technician',High,Divorced,3491,No,13,Excellent,Low,Level4,10,Medium,10,7,8,9
44,No,Travel_Rarely,'Research & Development',29,Master,Other,VeryHigh,Male,High,Professional,'Research Scientist',VeryHigh,Single,4541,No,25,Outstanding,Medium,Level1,20,High,20,11,13,17
20,No,Travel_Rarely,Sales,21,Bachelor,Marketing,High,Male,VeryHigh,AssociateProfessional,'Sales Representative',VeryHigh,Single,2678,No,17,Excellent,VeryHigh,Level1,2,High,2,1,2,2
46,No,Travel_Rarely,'Research & Development',2,Master,'Technical Degree',VeryHigh,Male,High,Professional,'Manufacturing Director',VeryHigh,Divorced,7379,No,11,Excellent,High,Level2,12,Medium,6,3,1,4
42,No,Non-Travel,'Human Resources',2,Doctor,Medical,VeryHigh,Male,VeryHigh,Professional,'Human Resources',Low,Married,6272,No,16,Excellent,Low,Level2,10,VeryHigh,4,3,0,3
60,No,Travel_Rarely,Sales,7,Master,Marketing,Medium,Male,VeryHigh,Professional,'Sales Executive',VeryHigh,Divorced,5220,Yes,18,Excellent,Medium,Level2,12,High,11,7,1,9
32,No,Travel_Frequently,'Research & Development',13,Bachelor,Other,High,Female,Medium,AssociateProfessional,'Laboratory Technician',Medium,Married,2743,No,20,Outstanding,High,Level2,2,High,2,2,2,2
32,No,Travel_Frequently,'Research & Development',2,College,'Life Sciences',VeryHigh,Female,High,Professional,'Research Scientist',High,Single,4998,Yes,14,Excellent,VeryHigh,Level1,10,High,8,7,0,7
36,No,Travel_Rarely,'Research & Development',1,Bachelor,'Technical Degree',High,Female,Low,AssociateManager,'Manufacturing Director',Low,Divorced,10252,Yes,21,Outstanding,High,Level2,17,High,7,7,7,7
33,No,Travel_Rarely,'Research & Development',9,Bachelor,Medical,Low,Male,High,AssociateProfessional,'Research Scientist',VeryHigh,Married,2781,No,13,Excellent,Medium,Level2,15,High,14,10,4,10
40,No,Travel_Rarely,Sales,10,Bachelor,'Technical Degree',Medium,Female,Medium,Professional,'Sales Executive',Medium,Divorced,6852,No,12,Excellent,Medium,Level2,7,VeryHigh,5,1,1,3
25,No,Travel_Rarely,Sales,10,Master,'Life Sciences',High,Male,High,Professional,'Sales Executive',VeryHigh,Single,4950,No,14,Excellent,Medium,Level1,5,High,4,3,1,1
30,No,Travel_Rarely,'Research & Development',1,Bachelor,Medical,VeryHigh,Male,High,AssociateProfessional,'Research Scientist',Medium,Married,3579,Yes,21,Outstanding,Low,Level2,12,High,11,9,5,7
42,No,Travel_Frequently,'Research & Development',26,Doctor,Medical,Low,Female,High,AssociateManager,'Research Director',Low,Married,13191,Yes,17,Excellent,High,Level1,20,High,1,0,0,0
35,No,Non-Travel,Sales,8,College,Marketing,High,Female,Medium,AssociateManager,'Sales Executive',VeryHigh,Married,10377,Yes,11,Excellent,Medium,Level2,16,Medium,13,2,4,12
27,No,Travel_Rarely,'Research & Development',14,Bachelor,'Life Sciences',Low,Male,High,AssociateProfessional,'Research Scientist',Low,Married,2235,Yes,14,Excellent,VeryHigh,Level3,9,Medium,9,7,6,8
54,No,Travel_Frequently,'Research & Development',1,Master,'Life Sciences',VeryHigh,Female,High,AssociateManager,'Manufacturing Director',High,Divorced,10502,No,17,Excellent,Low,Level2,33,Low,5,4,1,4
44,No,Travel_Rarely,'Research & Development',2,BelowCollege,'Life Sciences',Low,Female,VeryHigh,AssociateProfessional,'Research Scientist',VeryHigh,Married,2011,No,13,Excellent,VeryHigh,Level2,10,High,10,5,7,7
19,Yes,Non-Travel,'Research & Development',10,Bachelor,Medical,Low,Female,Medium,AssociateProfessional,'Research Scientist',Medium,Single,1859,Yes,25,Outstanding,Medium,Level1,1,VeryHigh,1,1,0,0
29,No,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',Low,Female,High,AssociateProfessional,'Research Scientist',VeryHigh,Divorced,3760,No,15,Excellent,Low,Level4,3,High,3,2,1,2
54,No,Travel_Rarely,'Research & Development',3,Bachelor,'Life Sciences',VeryHigh,Male,High,Manager,'Research Director',VeryHigh,Married,17779,No,14,Excellent,Low,Level1,36,High,10,9,0,9
31,No,Travel_Rarely,'Research & Development',11,College,Medical,High,Male,High,Professional,'Healthcare Representative',Low,Married,6833,Yes,12,Excellent,VeryHigh,Level1,6,Medium,6,5,0,1
31,No,Travel_Rarely,'Research & Development',24,Bachelor,Medical,High,Female,Medium,Professional,'Healthcare Representative',Low,Single,6812,No,19,Excellent,Medium,Level1,10,High,10,9,1,8
59,No,Travel_Rarely,Sales,3,Bachelor,'Life Sciences',High,Female,Medium,Professional,'Sales Executive',VeryHigh,Single,5171,No,17,Excellent,VeryHigh,Level1,13,High,6,1,0,5
43,No,Travel_Rarely,'Research & Development',3,Bachelor,'Life Sciences',High,Male,Low,Executive,'Research Director',VeryHigh,Married,19740,No,14,Excellent,Medium,Level2,25,High,8,7,0,7
49,No,Travel_Rarely,'Research & Development',4,College,Medical,Low,Male,Medium,Executive,Manager,High,Married,18711,No,13,Excellent,High,Level2,23,VeryHigh,1,0,0,0
36,No,Travel_Frequently,'Research & Development',3,Bachelor,'Technical Degree',High,Male,High,AssociateProfessional,'Research Scientist',Medium,Married,3692,No,12,Excellent,High,Level1,12,Medium,11,10,0,7
48,No,Travel_Rarely,'Research & Development',2,College,'Technical Degree',VeryHigh,Male,VeryHigh,AssociateProfessional,'Laboratory Technician',Medium,Single,2559,No,11,Excellent,High,Level1,7,Medium,1,0,0,0
27,No,Travel_Rarely,'Research & Development',4,College,'Life Sciences',Low,Male,High,AssociateProfessional,'Research Scientist',High,Divorced,2517,No,11,Excellent,Medium,Level4,5,High,5,3,0,3
29,No,Travel_Rarely,'Research & Development',7,Bachelor,'Life Sciences',High,Male,High,Professional,'Healthcare Representative',VeryHigh,Divorced,6623,Yes,11,Excellent,Medium,Level3,6,High,6,0,1,0
48,No,Travel_Rarely,'Research & Development',1,Bachelor,'Life Sciences',VeryHigh,Male,Medium,Executive,'Research Director',VeryHigh,Single,18265,No,12,Excellent,High,Level1,25,VeryHigh,1,0,0,0
